Setting the Overlap Threshold to 0.5
Reading Relevance Judgment XML File...SUCCESS!
Reading Results XML File...SUCCESS!
Calculating the Evaluation Metrics...
Result Output:
Query	P@5	MAP	
ALL	0.7915	0.6951	
PUBLICK	1.0000	1.0000	
COMPANY,	0.8000	0.8259	
INDEPENDANT	1.0000	1.0000	
STEWARTS	0.0000	0.0039	
LITTLE	1.0000	1.0000	
PROCEED	1.0000	1.0000	
BOOK	0.0000	0.0526	
OTHER	1.0000	1.0000	
BREECHES;	1.0000	1.0000	
HARBOURING	1.0000	1.0000	
RIVAL	1.0000	1.0000	
SOME	1.0000	1.0000	
IMMEDIATELY.	1.0000	0.5000	
UNDER	0.7500	0.8088	
COPY	1.0000	0.2000	
INTO	1.0000	0.2500	
5TH	1.0000	0.5000	
A	1.0000	0.6864	
ROKEE	1.0000	0.5000	
DEAD,	1.0000	1.0000	
REPRESENTED	1.0000	1.0000	
DELIVER	1.0000	1.0000	
ANY	0.6667	0.5625	
BELOW;	1.0000	1.0000	
PARTY,	0.0000	0.1667	
TEN	0.7500	0.8750	
KNEW	1.0000	0.5000	
MOST	1.0000	1.0000	
PATTERSONS	1.0000	1.0000	
5TH.	0.0000	0.1250	
WHO	0.7500	0.8333	
FEW	1.0000	1.0000	
1755	0.5000	0.5833	
ADVISABLE	1.0000	1.0000	
MONEY	1.0000	1.0000	
THESE	0.6667	0.7000	
ISSUE	0.0000	0.0357	
PRESENT,	1.0000	0.5000	
CHIEF	1.0000	1.0000	
SUSTAINED	1.0000	1.0000	
SUPPLY	1.0000	1.0000	
GAGE	1.0000	1.0000	
DESIRE	1.0000	1.0000	
PLACE	1.0000	1.0000	
OMINOUS.	1.0000	1.0000	
HONOR	1.0000	0.3333	
THERE.	1.0000	0.3333	
EXAMINATION	1.0000	1.0000	
ALLEN	1.0000	1.0000	
PARTY	1.0000	1.0000	
QUARTERED	1.0000	1.0000	
COMMONALTY	1.0000	0.2500	
MAKING	0.0000	0.0333	
BOOK,	1.0000	0.2500	
HAS	1.0000	0.8667	
ME	0.0000	0.0261	
RECRUI-	0.0000	0.0625	
OUR	1.0000	1.0000	
N.B.	0.0000	0.1429	
CUMBERLAND	1.0000	0.3333	
FOLLOWING	1.0000	1.0000	
WILLIAMSBURGH	1.0000	1.0000	
ENCREASED,	1.0000	1.0000	
SHAW,	0.0000	0.0714	
FLEMING,	1.0000	0.5000	
SERGEANT,	1.0000	0.5833	
ATTENDANCE	1.0000	1.0000	
COLONEL	0.0000	0.1250	
CHARGE	1.0000	1.0000	
NOW	0.5000	0.6000	
MEN,	0.0000	0.0233	
277.	1.0000	0.5000	
RIDING	1.0000	0.2000	
SALTED.	1.0000	1.0000	
ON	0.3333	0.3403	
GREATER	1.0000	0.5000	
VESSEL	0.0000	0.0038	
LIEUTENANT	0.7500	0.7875	
EACH	1.0000	1.0000	
FICIENT	1.0000	1.0000	
EXPECTED	1.0000	0.2000	
CAN	0.7500	0.7900	
CONCEIVE,	1.0000	1.0000	
PROPERLY	1.0000	1.0000	
ME.	0.0000	0.0011	
P.S.	0.0000	0.0455	
FUL	1.0000	1.0000	
DIRECTED	1.0000	0.3333	
JOHN	0.5000	0.5714	
MANY	0.6667	0.7333	
IN	0.8000	0.7096	
LEFT	1.0000	0.5000	
DAY	1.0000	1.0000	
FOR	0.8000	0.5584	
HALT	1.0000	1.0000	
ARRIVE	0.0000	0.1250	
YOU	0.8000	0.7577	
CLO-	1.0000	1.0000	
300.	0.0000	0.0278	
DISCIPLINE,	1.0000	1.0000	
CON-	0.0000	0.0476	
KING.	0.0000	0.1250	
TER;	1.0000	1.0000	
SALT.	1.0000	0.2500	
THOUSAND	1.0000	1.0000	
28TH	1.0000	0.5000	
