Setting the Overlap Threshold to 0.5
Reading Relevance Judgment XML File...SUCCESS!
Reading Results XML File...SUCCESS!
Calculating the Evaluation Metrics...
Result Output:
Query	P@5	MAP	
ALL	0.5441	0.5172	
MAKING	0.6667	0.6793	
UNDER	0.8000	0.7445	
WHOLE	0.4000	0.5970	
BOARD	0.2500	0.2061	
GARDENS	0.2000	0.3653	
AVERRHOA	0.3333	0.5873	
GARDEN	0.8000	0.6715	
CULTIVATED	0.4000	0.4071	
VALUABLE	1.0000	1.0000	
COLLECTING	0.6667	0.2561	
ITALY	0.0000	0.0766	
CALCUTTA	0.3333	0.3860	
THREE	0.5000	0.3021	
PLANTS	0.6000	0.4918	
TIMES	0.6667	0.5731	
NOT	0.8000	0.7073	
CULTIVATION	0.5000	0.4748	
FEBRUARY	0.6667	0.7778	
BUT	0.8000	0.4743	
WHERE	0.0000	0.0657	
PRODUCED	0.6667	0.4658	
CHINA	0.5000	0.6845	
DIFFERENT	1.0000	0.8667	
DIRECTED	0.6667	0.8095	
ITS	0.6000	0.3321	
PARTS	0.2500	0.3760	
COMMON	0.3333	0.1621	
PLANT	0.2500	0.3128	
CHIEF	0.8000	0.8766	
GEORGE	0.6000	0.5577	
IMPORTANCE	0.6667	0.6095	
EVERY	0.2000	0.3496	
CLIMATE	0.0000	0.0095	
FRUIT	0.6000	0.8143	
PURCHASE	0.3333	0.1683	
INDIA	0.8000	0.4579	
COUNTRIES	0.2500	0.0892	
GOVERNMENT	1.0000	0.8056	
SUMMER	0.4000	0.4062	
ATTENTION	0.5000	0.5188	
SHALL	0.3333	0.1963	
BEING	0.7500	0.8167	
BOTANICAL	1.0000	0.8056	
WATER	0.3333	0.4059	
ABOVE	1.0000	0.9167	
LETTER	1.0000	0.8222	
THERE	0.6000	0.4525	
BE	1.0000	0.8203	
FUTURE	0.6667	0.7051	
AND	1.0000	0.9559	
HONBLE	1.0000	0.8889	
EMPLOYED	0.3333	0.3976	
KNOWN	0.0000	0.0149	
SEVERAL	0.3333	0.2210	
SEASON	0.6667	0.5435	
SUBJECT	0.0000	0.0485	
DIVISION	1.0000	1.0000	
ESQRE	0.0000	0.0017	
PRESENT	0.6667	0.6325	
NATIVES	0.6667	0.6806	
INDIES	0.3333	0.1847	
CONTD	0.2500	0.3108	
SEEDS	0.6000	0.6994	
GOVERN	0.0000	0.0042	
THOSE	0.8000	0.7096	
GREAT	0.6667	0.5604	
AUGUST	0.3333	0.4037	
QUANTITY	1.0000	1.0000	
CALLED	0.6667	0.7333	
WHICH	1.0000	0.9560	
APRIL	0.8000	0.8556	
STATE	0.6667	0.6726	
SENNA	0.2500	0.1782	
INCHES	0.2000	0.0955	
ROPES	0.0000	0.0313	
CONSIDERABLE	0.7500	0.8409	
PLACE	0.2000	0.2890	
DURING	0.4000	0.3867	
CONSIDER	0.0000	0.0446	
GIBSON	0.0000	0.0246	
THEIR	0.4000	0.4499	
LEAVES	0.6667	0.7255	
TREES	0.8000	0.8431	
SUPERINTENDENT	0.7500	0.7333	
SOUTHERN	0.6000	0.5596	
DECEMBER	0.7500	0.7543	
ANNUAL	0.3333	0.3462	
FOR	1.0000	0.7514	
PROVINCES	0.2000	0.1021	
THEREFORE	0.2500	0.2759	
TEMPERATURES	0.3333	0.2341	
THESE	0.2000	0.1378	
DATED	1.0000	1.0000	
GENERAL	0.3333	0.3717	
LITTLE	0.6667	0.6930	
SHOULD	0.8000	0.9429	
REVENUE	0.5000	0.4254	
DOCTOR	1.0000	0.9048	
MIGHT	0.8000	0.6519	
WILLIAM	1.0000	1.0000	
FIRST	0.5000	0.5079	
