Setting the Overlap Threshold to 0.5
Reading Relevance Judgment XML File...SUCCESS!
Reading Results XML File...SUCCESS!
Calculating the Evaluation Metrics...
Result Output:
Query	P@5	MAP	
ALL	0.6432	0.5927	
MAKING	0.6667	0.7067	
UNDER	0.6000	0.7115	
WHOLE	0.8000	0.7420	
BOARD	0.7500	0.6576	
GARDENS	0.6000	0.6563	
AVERRHOA	0.6667	0.2580	
GARDEN	0.8000	0.6483	
CULTIVATED	0.8000	0.7401	
VALUABLE	0.8000	0.7377	
COLLECTING	1.0000	1.0000	
ITALY	1.0000	0.9167	
CALCUTTA	1.0000	1.0000	
THREE	0.2500	0.3438	
PLANTS	0.8000	0.5358	
TIMES	0.3333	0.4148	
NOT	0.4000	0.4040	
CULTIVATION	0.7500	0.8750	
FEBRUARY	0.3333	0.2750	
BUT	0.6000	0.3308	
WHERE	0.5000	0.2086	
PRODUCED	0.6667	0.4206	
CHINA	0.5000	0.5392	
DIFFERENT	1.0000	0.9167	
DIRECTED	1.0000	1.0000	
ITS	0.6000	0.3396	
PARTS	0.5000	0.4385	
COMMON	0.6667	0.7778	
PLANT	0.2500	0.1330	
CHIEF	0.4000	0.2894	
GEORGE	0.4000	0.2999	
IMPORTANCE	0.6667	0.7500	
EVERY	0.4000	0.5425	
CLIMATE	0.6000	0.6226	
FRUIT	0.6000	0.6828	
PURCHASE	0.6667	0.5678	
INDIA	0.8000	0.5806	
COUNTRIES	0.2500	0.2882	
SUMMER	0.4000	0.4703	
GOVERNMENT	1.0000	1.0000	
ATTENTION	0.2500	0.2356	
SHALL	0.6667	0.5616	
BEING	0.7500	0.8269	
BOTANICAL	1.0000	0.9167	
WATER	0.6667	0.5714	
ABOVE	0.6667	0.5590	
LETTER	0.8000	0.6917	
THERE	0.6000	0.6071	
BE	1.0000	0.7505	
FUTURE	1.0000	0.9167	
AND	1.0000	0.8923	
HONBLE	0.8000	0.6999	
EMPLOYED	1.0000	0.8056	
KNOWN	0.2500	0.2339	
SEVERAL	0.6667	0.4022	
SEASON	1.0000	0.9167	
SUBJECT	0.6667	0.5654	
DIVISION	1.0000	0.9500	
ESQRE	1.0000	0.6792	
PRESENT	0.6667	0.4961	
NATIVES	0.0000	0.0585	
INDIES	0.3333	0.0946	
CONTD	0.5000	0.6250	
SEEDS	0.6000	0.5465	
GOVERN	0.0000	0.0200	
THOSE	0.4000	0.3497	
GREAT	0.6667	0.7024	
AUGUST	1.0000	1.0000	
QUANTITY	0.5000	0.5693	
CALLED	1.0000	0.9167	
WHICH	1.0000	0.6815	
APRIL	0.2000	0.1840	
STATE	0.6667	0.6806	
SENNA	0.5000	0.5733	
INCHES	0.4000	0.2540	
ROPES	0.3333	0.5354	
CONSIDERABLE	1.0000	1.0000	
PLACE	0.8000	0.7642	
DURING	0.6000	0.8393	
CONSIDER	1.0000	1.0000	
GIBSON	0.8000	0.7646	
THEIR	0.2000	0.0637	
LEAVES	0.6667	0.4899	
TREES	0.6000	0.5589	
SUPERINTENDENT	0.5000	0.3988	
SOUTHERN	0.2000	0.3028	
DECEMBER	0.5000	0.5065	
ANNUAL	1.0000	1.0000	
FOR	0.6000	0.2628	
PROVINCES	0.6000	0.4150	
THEREFORE	1.0000	0.9500	
TEMPERATURES	0.3333	0.4471	
THESE	0.8000	0.5292	
DATED	1.0000	1.0000	
GENERAL	0.6667	0.7778	
LITTLE	0.3333	0.3376	
SHOULD	0.4000	0.5052	
REVENUE	0.5000	0.6216	
DOCTOR	1.0000	1.0000	
MIGHT	0.8000	0.7378	
WILLIAM	0.2000	0.1177	
FIRST	0.5000	0.5785	
