Setting the Overlap Threshold to 0.5
Reading Relevance Judgment XML File...SUCCESS!
Reading Results XML File...SUCCESS!
Calculating the Evaluation Metrics...
Result Output:
Query	P@5	MAP	
ALL	0.2719	0.2383	
MAKING	0.0000	0.0100	
UNDER	0.2000	0.2101	
WHOLE	0.4000	0.2666	
BOARD	0.0000	0.0417	
GARDENS	0.0000	0.0873	
AVERRHOA	0.6667	0.6429	
GARDEN	0.6000	0.2775	
CULTIVATED	0.4000	0.2557	
VALUABLE	0.8000	0.7361	
COLLECTING	0.3333	0.3689	
ITALY	0.6667	0.7292	
CALCUTTA	0.0000	0.0549	
THREE	0.5000	0.4711	
PLANTS	0.0000	0.0152	
TIMES	0.0000	0.0173	
NOT	0.0000	0.0303	
CULTIVATION	0.0000	0.0218	
FEBRUARY	0.3333	0.4101	
BUT	0.0000	0.0328	
WHERE	0.0000	0.0105	
PRODUCED	0.3333	0.3388	
CHINA	0.0000	0.0226	
DIFFERENT	0.3333	0.1521	
DIRECTED	0.6667	0.6465	
ITS	0.0000	0.0174	
PARTS	0.0000	0.0030	
COMMON	0.6667	0.5556	
PLANT	0.0000	0.0708	
CHIEF	0.2000	0.0591	
GEORGE	0.4000	0.3621	
IMPORTANCE	0.3333	0.2227	
EVERY	0.4000	0.1896	
CLIMATE	0.2000	0.1058	
FRUIT	0.2000	0.1078	
PURCHASE	0.3333	0.3370	
INDIA	0.2000	0.1833	
COUNTRIES	0.2500	0.1297	
SUMMER	0.0000	0.0187	
GOVERNMENT	0.3333	0.2023	
ATTENTION	0.0000	0.0111	
BEING	0.5000	0.5333	
SHALL	0.0000	0.0312	
BOTANICAL	0.0000	0.0452	
WATER	0.3333	0.0899	
ABOVE	0.0000	0.0116	
LETTER	0.4000	0.3759	
THERE	0.0000	0.0888	
BE	0.4000	0.2003	
FUTURE	0.0000	0.0074	
AND	1.0000	0.8048	
HONBLE	0.0000	0.0213	
EMPLOYED	0.6667	0.4707	
KNOWN	0.0000	0.0427	
SEVERAL	0.3333	0.4308	
SEASON	0.6667	0.7255	
SUBJECT	0.6667	0.2911	
DIVISION	0.7500	0.7784	
ESQRE	0.0000	0.0158	
PRESENT	0.6667	0.5570	
NATIVES	0.0000	0.0078	
INDIES	0.0000	0.0016	
CONTD	0.0000	0.0102	
SEEDS	0.0000	0.0167	
GOVERN	0.0000	0.0019	
THOSE	0.2000	0.0589	
GREAT	0.3333	0.1134	
AUGUST	0.3333	0.2142	
QUANTITY	0.7500	0.8000	
CALLED	0.3333	0.1444	
WHICH	0.4000	0.1861	
APRIL	0.2000	0.0661	
STATE	0.0000	0.0164	
SENNA	0.2500	0.2647	
INCHES	0.0000	0.0043	
ROPES	0.3333	0.1088	
CONSIDERABLE	1.0000	1.0000	
PLACE	0.2000	0.2193	
DURING	0.4000	0.4122	
CONSIDER	0.0000	0.0685	
GIBSON	0.4000	0.3032	
THEIR	0.0000	0.0480	
LEAVES	0.3333	0.3508	
TREES	0.0000	0.0316	
SUPERINTENDENT	0.7500	0.6667	
SOUTHERN	0.2000	0.2170	
DECEMBER	0.2500	0.2615	
ANNUAL	0.3333	0.4608	
FOR	0.8000	0.4330	
PROVINCES	0.0000	0.1115	
THEREFORE	0.2500	0.1197	
TEMPERATURES	0.0000	0.0039	
THESE	0.4000	0.3146	
DATED	1.0000	1.0000	
GENERAL	0.3333	0.2529	
LITTLE	0.0000	0.0542	
SHOULD	0.4000	0.3265	
REVENUE	0.2500	0.1503	
DOCTOR	0.4000	0.6310	
MIGHT	0.0000	0.0487	
WILLIAM	0.0000	0.0125	
FIRST	0.5000	0.6098	
