Setting the Overlap Threshold to 0.5
Reading Relevance Judgment XML File...SUCCESS!
Reading Results XML File...SUCCESS!
Calculating the Evaluation Metrics...
Result Output:
Query	P@5	MAP	
ALL	0.6315	0.6067	
MAKING	0.6667	0.6095	
UNDER	0.6000	0.7209	
WHOLE	0.4000	0.5215	
BOARD	0.0000	0.1443	
AVERRHOA	0.3333	0.2054	
GARDENS	0.6000	0.6547	
GARDEN	0.6000	0.6243	
CULTIVATED	0.6000	0.5964	
VALUABLE	1.0000	0.8833	
COLLECTING	1.0000	1.0000	
ITALY	1.0000	1.0000	
CALCUTTA	1.0000	1.0000	
THREE	0.5000	0.5385	
PLANTS	0.6000	0.4149	
TIMES	0.3333	0.3619	
NOT	0.6000	0.5867	
CULTIVATION	0.7500	0.7292	
FEBRUARY	1.0000	0.8667	
BUT	0.8000	0.6928	
WHERE	0.2500	0.1149	
PRODUCED	0.6667	0.5381	
CHINA	0.5000	0.6414	
DIFFERENT	1.0000	0.9167	
DIRECTED	1.0000	1.0000	
ITS	0.2000	0.0983	
PARTS	0.5000	0.4613	
COMMON	0.6667	0.8333	
PLANT	0.2500	0.1811	
CHIEF	0.2000	0.1066	
GEORGE	0.2000	0.2176	
IMPORTANCE	1.0000	1.0000	
EVERY	0.6000	0.6343	
FRUIT	0.6000	0.7429	
CLIMATE	0.6000	0.6185	
PURCHASE	0.6667	0.5238	
INDIA	0.8000	0.7052	
COUNTRIES	0.2500	0.3586	
SUMMER	0.2000	0.3579	
GOVERNMENT	0.6667	0.8333	
ATTENTION	0.7500	0.8056	
BEING	0.7500	0.7637	
SHALL	0.6667	0.5748	
BOTANICAL	0.6667	0.7917	
WATER	0.0000	0.1007	
ABOVE	1.0000	0.8667	
LETTER	0.8000	0.7491	
THERE	0.4000	0.3307	
BE	1.0000	0.6361	
FUTURE	1.0000	0.6389	
AND	1.0000	0.8885	
HONBLE	0.6000	0.6797	
EMPLOYED	0.6667	0.5317	
KNOWN	0.0000	0.0213	
SEVERAL	0.6667	0.6325	
SEASON	1.0000	0.9167	
SUBJECT	0.0000	0.1308	
DIVISION	1.0000	1.0000	
ESQRE	0.2500	0.2384	
PRESENT	0.6667	0.5101	
NATIVES	0.3333	0.3376	
INDIES	0.0000	0.0627	
CONTD	0.2500	0.1463	
SEEDS	0.8000	0.6567	
GOVERN	0.3333	0.1218	
THOSE	0.2000	0.2084	
GREAT	1.0000	1.0000	
AUGUST	0.6667	0.8333	
QUANTITY	1.0000	1.0000	
CALLED	1.0000	1.0000	
WHICH	0.8000	0.5417	
APRIL	0.6000	0.7343	
STATE	0.6667	0.6884	
SENNA	0.7500	0.7738	
INCHES	0.8000	0.6546	
ROPES	0.6667	0.8095	
CONSIDERABLE	1.0000	1.0000	
PLACE	0.8000	0.8204	
DURING	0.8000	0.8052	
CONSIDER	1.0000	1.0000	
GIBSON	0.8000	0.5767	
THEIR	0.4000	0.3308	
LEAVES	0.6667	0.7333	
TREES	0.6000	0.3524	
SUPERINTENDENT	0.5000	0.4762	
SOUTHERN	0.4000	0.5942	
DECEMBER	1.0000	1.0000	
ANNUAL	1.0000	0.8056	
FOR	0.6000	0.3343	
PROVINCES	0.2000	0.3973	
THEREFORE	0.5000	0.5909	
TEMPERATURES	1.0000	0.8667	
THESE	0.8000	0.6564	
DATED	1.0000	1.0000	
GENERAL	0.6667	0.5286	
LITTLE	0.0000	0.0793	
SHOULD	0.4000	0.2209	
REVENUE	1.0000	1.0000	
DOCTOR	1.0000	0.9333	
MIGHT	0.8000	0.6541	
WILLIAM	0.4000	0.4482	
FIRST	0.5000	0.6603	
