Setting the Overlap Threshold to 0.5
Reading Relevance Judgment XML File...SUCCESS!
Reading Results XML File...SUCCESS!
Calculating the Evaluation Metrics...
Result Output:
Query	P@5	MAP	
ALL	0.6122	0.6100	
MAKING	0.3333	0.2861	
UNDER	0.6000	0.6461	
WHOLE	0.6000	0.5205	
BOARD	0.7500	0.7260	
GARDENS	0.8000	0.9000	
AVERRHOA	0.6667	0.7917	
GARDEN	0.8000	0.8398	
CULTIVATED	0.2000	0.2449	
VALUABLE	1.0000	1.0000	
COLLECTING	0.6667	0.5917	
ITALY	0.0000	0.1746	
CALCUTTA	1.0000	0.8667	
THREE	0.7500	0.7026	
PLANTS	1.0000	0.8565	
TIMES	0.3333	0.4556	
NOT	0.4000	0.3771	
CULTIVATION	1.0000	1.0000	
FEBRUARY	0.3333	0.4626	
BUT	0.6000	0.4023	
WHERE	0.0000	0.1361	
PRODUCED	0.6667	0.6911	
CHINA	1.0000	0.9500	
DIFFERENT	0.6667	0.7917	
DIRECTED	1.0000	1.0000	
ITS	0.4000	0.2967	
PARTS	0.2500	0.3393	
COMMON	0.6667	0.5909	
PLANT	0.2500	0.2828	
CHIEF	1.0000	0.9762	
GEORGE	0.6000	0.5621	
IMPORTANCE	1.0000	0.5333	
EVERY	0.4000	0.4704	
CLIMATE	0.0000	0.0573	
FRUIT	0.2000	0.1847	
PURCHASE	0.6667	0.7917	
INDIA	0.8000	0.9068	
COUNTRIES	0.0000	0.2030	
SUMMER	0.4000	0.6024	
GOVERNMENT	1.0000	1.0000	
ATTENTION	0.7500	0.8304	
BEING	1.0000	1.0000	
SHALL	0.3333	0.1857	
BOTANICAL	1.0000	0.8056	
WATER	0.0000	0.0227	
ABOVE	0.6667	0.6556	
LETTER	1.0000	0.8583	
THERE	0.2000	0.3096	
BE	1.0000	0.9132	
FUTURE	0.3333	0.1546	
AND	1.0000	0.9531	
HONBLE	0.4000	0.4560	
EMPLOYED	1.0000	1.0000	
KNOWN	0.7500	0.7552	
SEVERAL	0.6667	0.6917	
SEASON	0.3333	0.4444	
SUBJECT	0.6667	0.6744	
DIVISION	0.7500	0.7929	
ESQRE	1.0000	1.0000	
PRESENT	0.6667	0.4274	
NATIVES	0.6667	0.5833	
INDIES	0.3333	0.2500	
CONTD	1.0000	0.9500	
SEEDS	0.4000	0.3615	
GOVERN	0.0000	0.0114	
THOSE	0.8000	0.7001	
GREAT	0.6667	0.6970	
AUGUST	0.0000	0.0213	
QUANTITY	1.0000	0.9500	
CALLED	1.0000	1.0000	
WHICH	1.0000	0.9866	
APRIL	0.8000	0.8345	
STATE	0.6667	0.8333	
SENNA	0.7500	0.7125	
INCHES	0.2000	0.1607	
ROPES	0.3333	0.0946	
CONSIDERABLE	0.7500	0.8929	
PLACE	0.4000	0.5112	
DURING	0.6000	0.4627	
CONSIDER	0.3333	0.1944	
GIBSON	0.4000	0.5826	
THEIR	0.4000	0.3240	
LEAVES	1.0000	0.9167	
TREES	0.8000	0.8023	
SUPERINTENDENT	0.5000	0.6000	
SOUTHERN	0.6000	0.5412	
DECEMBER	0.7500	0.7511	
ANNUAL	1.0000	1.0000	
FOR	1.0000	0.7181	
PROVINCES	0.8000	0.9667	
THEREFORE	0.5000	0.5478	
TEMPERATURES	0.0000	0.1204	
THESE	0.0000	0.2164	
DATED	1.0000	1.0000	
GENERAL	0.3333	0.4643	
LITTLE	0.3333	0.3654	
SHOULD	0.8000	0.8369	
REVENUE	0.5000	0.3365	
DOCTOR	1.0000	1.0000	
MIGHT	0.6000	0.5695	
WILLIAM	1.0000	1.0000	
FIRST	0.5000	0.6018	
