Setting the Overlap Threshold to 0.5
Reading Relevance Judgment XML File...SUCCESS!
Reading Results XML File...SUCCESS!
Calculating the Evaluation Metrics...
Result Output:
Query	P@5	MAP	
ALL	0.2208	0.1873	
MAKING	0.3333	0.1098	
UNDER	0.0000	0.0113	
WHOLE	0.2000	0.1558	
GARDENS	0.0000	0.0571	
AVERRHOA	0.0000	0.0106	
BOARD	0.0000	0.0043	
GARDEN	0.0000	0.0282	
CULTIVATED	0.0000	0.0146	
VALUABLE	0.0000	0.0304	
COLLECTING	0.6667	0.6556	
CALCUTTA	0.0000	0.0483	
ITALY	0.3333	0.1120	
THREE	0.2500	0.1104	
PLANTS	0.2000	0.1451	
TIMES	0.0000	0.0085	
NOT	0.4000	0.2374	
CULTIVATION	0.5000	0.3866	
FEBRUARY	0.3333	0.2209	
BUT	0.6000	0.2395	
WHERE	0.2500	0.1073	
PRODUCED	0.3333	0.4654	
CHINA	0.0000	0.0235	
DIFFERENT	0.0000	0.0051	
DIRECTED	0.0000	0.1130	
ITS	0.0000	0.0086	
PARTS	0.0000	0.0256	
COMMON	0.0000	0.0785	
PLANT	0.2500	0.0906	
CHIEF	0.0000	0.0174	
GEORGE	0.0000	0.0236	
IMPORTANCE	0.0000	0.1043	
EVERY	0.0000	0.0385	
FRUIT	0.2000	0.1018	
CLIMATE	0.0000	0.0149	
PURCHASE	0.6667	0.5105	
INDIA	0.2000	0.1394	
COUNTRIES	0.0000	0.0155	
SUMMER	0.4000	0.3919	
GOVERNMENT	0.6667	0.5075	
ATTENTION	0.2500	0.2679	
SHALL	0.0000	0.0277	
BEING	0.2500	0.3381	
BOTANICAL	0.3333	0.3597	
WATER	0.6667	0.3381	
ABOVE	0.6667	0.5005	
LETTER	0.0000	0.0523	
THERE	0.0000	0.0238	
BE	1.0000	0.5066	
FUTURE	0.0000	0.0026	
AND	1.0000	0.7142	
HONBLE	0.4000	0.2500	
EMPLOYED	0.0000	0.0063	
KNOWN	0.0000	0.0149	
SEASON	0.0000	0.0097	
SEVERAL	0.0000	0.1368	
SUBJECT	0.0000	0.0054	
DIVISION	0.7500	0.8409	
ESQRE	0.0000	0.0149	
PRESENT	0.3333	0.1868	
NATIVES	0.0000	0.0231	
INDIES	0.0000	0.0061	
CONTD	0.0000	0.0091	
SEEDS	0.0000	0.0242	
GOVERN	0.0000	0.0134	
THOSE	0.2000	0.1847	
GREAT	0.3333	0.1747	
AUGUST	0.6667	0.7011	
QUANTITY	0.0000	0.0366	
CALLED	0.3333	0.3446	
WHICH	0.6000	0.4722	
APRIL	0.6000	0.6298	
STATE	0.0000	0.0138	
SENNA	0.0000	0.0458	
INCHES	0.0000	0.0069	
ROPES	0.6667	0.5149	
CONSIDERABLE	0.5000	0.3794	
PLACE	0.0000	0.0478	
CONSIDER	0.3333	0.3313	
DURING	0.6000	0.6212	
GIBSON	0.2000	0.0994	
THEIR	0.2000	0.1584	
LEAVES	0.3333	0.1719	
TREES	0.0000	0.0323	
SUPERINTENDENT	0.5000	0.4488	
SOUTHERN	0.6000	0.2887	
DECEMBER	0.0000	0.0058	
ANNUAL	0.0000	0.0224	
FOR	0.0000	0.0348	
PROVINCES	0.2000	0.1639	
THEREFORE	0.0000	0.0157	
TEMPERATURES	0.0000	0.0653	
THESE	0.2000	0.1197	
DATED	0.6667	0.6984	
GENERAL	0.3333	0.3610	
LITTLE	0.0000	0.0138	
SHOULD	0.0000	0.0084	
REVENUE	0.5000	0.3815	
DOCTOR	0.8000	0.8128	
MIGHT	0.0000	0.0728	
WILLIAM	0.0000	0.0071	
FIRST	0.5000	0.3868	
